ID,Word,Lemma,Pos,(Extra),Features,HeadPosition,Relation,_,EverythingElse
434,что,что,PRON,_,Case=Acc,436,obj,_,@rml1967f-words#@rml1967f#521.77#521.935
435,вы,вы,PRON,_,Case=Nom|Number=Plur|Person=2,436,nsubj,_,@rml1967f-words#@rml1967f#521.935#522.1
436,хотите,хотеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,443,parataxis,_,@rml1967f-words#@rml1967f#522.1#522.27
437,ну,ну,PART,_,_,438,discourse,_,@rml1967f-words#@rml1967f#523.24#523.64
438,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,443,nsubj,_,@rml1967f-words#@rml1967f#530.135#530.46
439,была,быть,AUX,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,443,cop,_,@rml1967f-words#@rml1967f#530.46#530.785
440,скромный,скромный,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,443,amod,_,@rml1967f-words#@rml1967f#530.785#531.11
441,/,/,PUNCT,_,_,442,punct,_,@rml1967f-words#@rml1967f#531.11#531.435
442,хороший,хороший,ADJ,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,443,amod,_,@rml1967f-words#@rml1967f#531.435#531.76
443,человек,человек,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,430,obl,_,@rml1967f-words#@rml1967f#531.76#532.085
444,/,/,PUNCT,_,_,445,punct,_,@rml1967f-words#@rml1967f#532.085#532.41
445,щас,сейчас,ADV,_,Degree=Pos,443,conj,_,@rml1967f-words#@rml1967f#532.41#532.735
446,все,все,DET,_,Case=Acc|Gender=Neut|Number=Sing,445,det,_,@rml1967f-words#@rml1967f#532.735#533.06
447,совсем,совсем,ADV,_,Degree=Pos,448,obl,_,@rml1967f-words#@rml1967f#533.06#533.385
448,другое,другой,ADJ,_,Case=Acc|Degree=Pos|Gender=Neut|Number=Sing,445,obj,_,@rml1967f-words#@rml1967f#533.385#533.713
449,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,445,nsubj,_,@rml1967f-words#@rml1967f#536.022#536.326
450,сейчас,сейчас,ADV,_,Degree=Pos,445,advmod,_,@rml1967f-words#@rml1967f#536.326#536.63
451,/,/,PUNCT,_,_,452,punct,_,@rml1967f-words#@rml1967f#536.63#536.934
452,видите,видеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,453,parataxis,_,@rml1967f-words#@rml1967f#536.934#537.238
453,мм,мм,X,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing,445,obj,_,@rml1967f-words#@rml1967f#537.238#537.542
454,/,/,PUNCT,_,_,456,punct,_,@rml1967f-words#@rml1967f#537.542#537.846
455,как,как,SCONJ,_,_,456,mark,_,@rml1967f-words#@rml1967f#537.846#538.15
456,сказать,сказать,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,445,advcl,_,@rml1967f-words#@rml1967f#538.15#538.454
457,/,/,PUNCT,_,_,456,punct,_,@rml1967f-words#@rml1967f#538.454#538.758
458,прошла,пройти,VERB,_,Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,421,parataxis,_,@rml1967f-words#@rml1967f#538.758#539.062
459,многие,многие,ADJ,_,Case=Nom|Degree=Pos|Number=Plur,462,amod,_,@rml1967f-words#@rml1967f#539.062#539.366
460,эти,этот,DET,_,Case=Acc|Number=Plur,462,det,_,@rml1967f-words#@rml1967f#539.366#539.67
461,/,/,PUNCT,_,_,462,punct,_,@rml1967f-words#@rml1967f#539.67#539.974
462,огни,огонь,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,458,obj,_,@rml1967f-words#@rml1967f#539.974#540.278
463,и,и,CCONJ,_,_,464,cc,_,@rml1967f-words#@rml1967f#540.278#540.582
464,воды,вода,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,462,conj,_,@rml1967f-words#@rml1967f#540.582#540.897
465,да,да,CCONJ,_,_,466,cc,_,@rml1967f-words#@rml1967f#541.693#542.204
466,трубы,труба,NOUN,_,Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur,462,conj,_,@rml1967f-words#@rml1967f#543.67#544.181
467,угу,угу,INTJ,_,Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing,466,appos,_,@rml1967f-words#@rml1967f#545.125#545.568
468,вот,вот,PART,_,_,467,advmod,_,@rml1967f-words#@rml1967f#545.738#545.944
469,/,/,PUNCT,_,_,470,punct,_,@rml1967f-words#@rml1967f#545.944#546.15
470,кстати,кстати,ADV,_,Degree=Pos,468,parataxis,_,@rml1967f-words#@rml1967f#546.15#546.356
471,/,/,PUNCT,_,_,473,punct,_,@rml1967f-words#@rml1967f#546.356#546.562
472,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,473,nsubj,_,@rml1967f-words#@rml1967f#546.562#546.768
473,ненавижу,ненавидеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,458,conj,_,@rml1967f-words#@rml1967f#546.768#546.974
474,тех,тот,DET,_,Case=Acc|Number=Plur,473,det,_,@rml1967f-words#@rml1967f#546.974#547.18
475,/,/,PUNCT,_,_,479,punct,_,@rml1967f-words#@rml1967f#547.18#547.386
476,кто,кто,PRON,_,Case=Nom,479,nsubj,_,@rml1967f-words#@rml1967f#547.386#547.592
477,их,они,PRON,_,Case=Acc|Number=Plur|Person=3,479,obj,_,@rml1967f-words#@rml1967f#547.592#547.798
478,не,не,PART,_,_,479,advmod,_,@rml1967f-words#@rml1967f#547.798#548.004
479,проходит,проходить,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,474,acl:relcl,_,@rml1967f-words#@rml1967f#548.004#548.215
480,тоже,тоже,PART,_,_,479,advmod,_,@rml1967f-words#@rml1967f#549.102#549.39
481,такое,такой,DET,_,Case=Nom|Gender=Neut|Number=Sing,486,det,_,@rml1967f-words#@rml1967f#549.39#549.678
482,вот,вот,PART,_,_,486,advmod,_,@rml1967f-words#@rml1967f#549.678#549.966
483,/,/,PUNCT,_,_,486,punct,_,@rml1967f-words#@rml1967f#549.966#550.254
484,когда,когда,SCONJ,_,_,486,mark,_,@rml1967f-words#@rml1967f#550.254#550.542
485,человек,человек,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,486,nsubj,_,@rml1967f-words#@rml1967f#550.542#550.83
486,начинает,начинать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,479,nsubj,_,@rml1967f-words#@rml1967f#550.83#551.118
487,зазнаваться,зазнаваться,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Mid,486,xcomp,_,@rml1967f-words#@rml1967f#551.118#551.406
488,/,/,PUNCT,_,_,491,punct,_,@rml1967f-words#@rml1967f#551.406#551.694
489,когда,когда,SCONJ,_,_,491,mark,_,@rml1967f-words#@rml1967f#551.694#551.982
490,человек,человек,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,491,nsubj,_,@rml1967f-words#@rml1967f#551.982#552.27
491,начинает,начинать,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act,486,advcl,_,@rml1967f-words#@rml1967f#552.27#552.558
492,зазнаваться,зазнаваться,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Mid,491,xcomp,_,@rml1967f-words#@rml1967f#552.558#552.846
493,/,/,PUNCT,_,_,495,punct,_,@rml1967f-words#@rml1967f#552.846#553.134
494,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,495,nsubj,_,@rml1967f-words#@rml1967f#553.134#553.422
495,нехорошо,нехорошо,ADV,_,Degree=Pos,491,conj,_,@rml1967f-words#@rml1967f#553.422#553.715
496,надо,надо,ADV,_,Degree=Pos,495,advmod,_,@rml1967f-words#@rml1967f#559.181#559.422
497,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,495,cop,_,@rml1967f-words#@rml1967f#559.422#559.663
498,у,у,ADP,_,_,499,case,_,@rml1967f-words#@rml1967f#559.663#559.904
499,Феди,Федя,PROPN,_,Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing,500,obl,_,@rml1967f-words#@rml1967f#559.904#560.145
500,спросить,спросить,VERB,_,Aspect=Perf|VerbForm=Inf|Voice=Act,495,xcomp,_,@rml1967f-words#@rml1967f#560.145#560.386
501,/,/,PUNCT,_,_,504,punct,_,@rml1967f-words#@rml1967f#560.386#560.627
502,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,504,nsubj,_,@rml1967f-words#@rml1967f#560.627#560.868
503,щас,сейчас,ADV,_,Degree=Pos,504,advmod,_,@rml1967f-words#@rml1967f#560.868#561.109
504,говорим,говорить,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,500,ccomp,_,@rml1967f-words#@rml1967f#561.109#561.35
505,про,про,ADP,_,_,506,case,_,@rml1967f-words#@rml1967f#561.35#561.591
506,Бондарчука,Бондарчук,PROPN,_,_,504,obl,_,@rml1967f-words#@rml1967f#561.591#561.84
507,он,он,PRON,_,Case=Nom|Gender=Masc|Number=Sing|Person=3,504,nsubj,_,@rml1967f-words#@rml1967f#563.443#563.766
508,на,на,ADP,_,_,509,case,_,@rml1967f-words#@rml1967f#563.766#564.089
509,режиссерском,режиссерский,ADJ,_,Case=Loc|Degree=Pos|Gender=Masc|Number=Sing,504,obl,_,@rml1967f-words#@rml1967f#564.089#564.412
510,/,/,PUNCT,_,_,513,punct,_,@rml1967f-words#@rml1967f#564.412#564.735
511,а,а,CCONJ,_,_,513,cc,_,@rml1967f-words#@rml1967f#564.735#565.058
512,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,513,nsubj,_,@rml1967f-words#@rml1967f#565.058#565.381
513,училась,учиться,VERB,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,504,conj,_,@rml1967f-words#@rml1967f#565.381#565.704
514,на,на,ADP,_,_,515,case,_,@rml1967f-words#@rml1967f#565.704#566.027
515,сценарном,сценарный,ADJ,_,Case=Loc|Degree=Pos|Gender=Masc|Number=Sing,513,obl,_,@rml1967f-words#@rml1967f#566.027#566.352
516,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,517,nsubj,_,@rml1967f-words#@rml1967f#566.704#567.037
517,учились,учиться,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid,513,ccomp,_,@rml1967f-words#@rml1967f#567.037#567.37
518,параллельно,параллельно,ADV,_,Degree=Pos,519,advmod,_,@rml1967f-words#@rml1967f#567.37#567.704
519,переодически,переодически,ADV,_,Degree=Pos,517,advmod,_,@rml1967f-words#@rml1967f#568.431#569.243
520,общались,общаться,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid,517,conj,_,@rml1967f-words#@rml1967f#569.243#570.056
521,меня,я,PRON,_,Case=Acc|Number=Sing|Person=1,520,obj,_,@rml1967f-words#@rml1967f#570.534#570.775
522,очень,очень,ADV,_,Degree=Pos,523,advmod,_,@rml1967f-words#@rml1967f#570.775#571.016
523,часто,часто,ADV,_,Degree=Pos,520,advmod,_,@rml1967f-words#@rml1967f#571.016#571.257
524,/,/,PUNCT,_,_,527,punct,_,@rml1967f-words#@rml1967f#571.257#571.498
525,кстати,кстати,ADV,_,Degree=Pos,527,parataxis,_,@rml1967f-words#@rml1967f#571.498#571.739
526,/,/,PUNCT,_,_,525,punct,_,@rml1967f-words#@rml1967f#571.739#571.98
527,звали,звать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,520,parataxis,_,@rml1967f-words#@rml1967f#571.98#572.221
528,сниматься,снимать,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Mid,527,xcomp,_,@rml1967f-words#@rml1967f#572.221#572.462
529,/,/,PUNCT,_,_,532,punct,_,@rml1967f-words#@rml1967f#572.462#572.703
530,вот,вот,PART,_,_,532,advmod,_,@rml1967f-words#@rml1967f#572.703#572.944
531,как,как,SCONJ,_,_,532,mark,_,@rml1967f-words#@rml1967f#572.944#573.185
532,актирису,актириса,NOUN,_,Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing,528,obl,_,@rml1967f-words#@rml1967f#573.185#573.426
533,/,/,PUNCT,_,_,532,appos,_,@rml1967f-words#@rml1967f#573.426#573.667
534,а,а,CCONJ,_,_,537,cc,_,@rml1967f-words#@rml1967f#573.667#573.908
535,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,537,nsubj,_,@rml1967f-words#@rml1967f#573.908#574.149
536,была,быть,AUX,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,537,cop,_,@rml1967f-words#@rml1967f#574.149#574.39
537,сценаристкой,сценаристка,NOUN,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,527,conj,_,@rml1967f-words#@rml1967f#574.39#574.631
538,...,...,PUNCT,_,_,539,punct,_,@rml1967f-words#@rml1967f#574.631#574.872
539,сценаристкой,сценаристка,NOUN,_,Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing,537,nmod,_,@rml1967f-words#@rml1967f#574.872#575.113
540,/,/,PUNCT,_,_,547,punct,_,@rml1967f-words#@rml1967f#575.113#575.354
541,и,и,CCONJ,_,_,547,cc,_,@rml1967f-words#@rml1967f#575.354#575.595
542,в,в,ADP,_,_,543,case,_,@rml1967f-words#@rml1967f#575.595#575.836
543,принципе,принцип,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing,547,obl,_,@rml1967f-words#@rml1967f#575.836#576.077
544,/,/,PUNCT,_,_,547,punct,_,@rml1967f-words#@rml1967f#576.077#576.318
545,мне,я,PRON,_,Case=Dat|Number=Sing|Person=1,547,iobj,_,@rml1967f-words#@rml1967f#576.318#576.559
546,не,не,PART,_,_,547,advmod,_,@rml1967f-words#@rml1967f#576.559#576.8
547,нравилось,нравиться,VERB,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,539,conj,_,@rml1967f-words#@rml1967f#576.8#577.041
548,играть,играть,VERB,_,Aspect=Imp|VerbForm=Inf|Voice=Act,547,xcomp,_,@rml1967f-words#@rml1967f#577.041#577.282
549,/,/,PUNCT,_,_,554,punct,_,@rml1967f-words#@rml1967f#577.282#577.523
550,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,554,parataxis,_,@rml1967f-words#@rml1967f#577.523#577.764
551,ж,же,PART,_,_,550,advmod,_,@rml1967f-words#@rml1967f#577.764#578.005
552,всё,весь,DET,_,Case=Acc|Gender=Neut|Number=Sing,553,det,_,@rml1967f-words#@rml1967f#578.005#578.246
553,время,время,NOUN,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,554,obl,_,@rml1967f-words#@rml1967f#578.246#578.487
554,терпишь,терпеть,VERB,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act,548,xcomp,_,@rml1967f-words#@rml1967f#578.487#578.728
555,/,/,PUNCT,_,_,590,punct,_,@rml1967f-words#@rml1967f#578.728#578.969
556,особенно,особенно,ADV,_,Degree=Pos,590,advmod,_,@rml1967f-words#@rml1967f#578.969#579.21
557,/,/,PUNCT,_,_,556,punct,_,@rml1967f-words#@rml1967f#579.21#579.451
558,если,если,SCONJ,_,_,590,mark,_,@rml1967f-words#@rml1967f#579.451#579.692
559,режиссер,режиссер,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,590,nsubj,_,@rml1967f-words#@rml1967f#579.692#579.933
560,какой-нибудь,какой-нибудь,DET,_,Case=Nom|Gender=Masc|Number=Sing,561,det,_,@rml1967f-words#@rml1967f#579.933#580.174
561,идиот,идиот,NOUN,_,Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing,559,nmod,_,@rml1967f-words#@rml1967f#580.174#580.415
562,/,/,PUNCT,_,_,561,punct,_,@rml1967f-words#@rml1967f#580.415#580.656
563,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,590,obj,_,@rml1967f-words#@rml1967f#580.656#580.897
564,же,же,PART,_,_,563,advmod,_,@rml1967f-words#@rml1967f#580.897#581.138
565,было,быть,AUX,_,Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,570,aux,_,@rml1967f-words#@rml1967f#581.138#581.379
566,ужасно,ужасный,ADV,_,Degree=Pos,570,advmod,_,@rml1967f-words#@rml1967f#581.379#581.625
567,и,и,CCONJ,_,_,568,advmod,_,@rml1967f-words#@rml1967f#582.0#582.355
568,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,570,nsubj,_,@rml1967f-words#@rml1967f#582.355#582.71
569,так,так,ADV,_,Degree=Pos,570,advmod,_,@rml1967f-words#@rml1967f#582.71#583.065
570,приняла,принять,VERB,_,Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,590,advcl,_,@rml1967f-words#@rml1967f#583.065#583.42
571,участие,участие,NOUN,_,Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing,570,obj,_,@rml1967f-words#@rml1967f#583.42#583.775
572,в,в,ADP,_,_,576,case,_,@rml1967f-words#@rml1967f#583.775#584.13
573,нескольких,несколько,NUM,_,Case=Loc,576,nummod,_,@rml1967f-words#@rml1967f#584.13#584.485
574,каких-то,какой-то,DET,_,Case=Gen|Number=Plur,576,det,_,@rml1967f-words#@rml1967f#584.485#584.84
575,театральных,театральный,ADJ,_,Case=Loc|Degree=Pos|Number=Plur,576,amod,_,@rml1967f-words#@rml1967f#584.84#585.195
576,эпизодах,эпизод,NOUN,_,Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur,571,nmod,_,@rml1967f-words#@rml1967f#585.195#585.55
577,/,/,PUNCT,_,_,581,punct,_,@rml1967f-words#@rml1967f#585.55#585.905
578,это,это,PRON,_,Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing,581,nsubj,_,@rml1967f-words#@rml1967f#585.905#586.26
579,был,быть,AUX,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,581,cop,_,@rml1967f-words#@rml1967f#586.26#586.615
580,такой,такой,DET,_,Case=Nom|Gender=Masc|Number=Sing,581,det,_,@rml1967f-words#@rml1967f#586.615#586.97
581,мрак,мрак,NOUN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,590,nsubj,_,@rml1967f-words#@rml1967f#586.97#587.325
582,/,/,PUNCT,_,_,581,nmod,_,@rml1967f-words#@rml1967f#587.325#587.68
583,такая,такой,DET,_,Case=Nom|Gender=Fem|Number=Sing,584,det,_,@rml1967f-words#@rml1967f#587.68#588.035
584,бездарность,бездарность,NOUN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,588,nsubj,_,@rml1967f-words#@rml1967f#588.035#588.39
585,/,/,PUNCT,_,_,584,punct,_,@rml1967f-words#@rml1967f#588.39#588.745
586,мне,я,PRON,_,Case=Dat|Number=Sing|Person=1,588,iobj,_,@rml1967f-words#@rml1967f#588.745#589.1
587,не,не,PART,_,_,588,advmod,_,@rml1967f-words#@rml1967f#589.1#589.455
588,понравилось,понравиться,VERB,_,Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,590,advcl,_,@rml1967f-words#@rml1967f#589.455#589.829
589,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,590,nsubj,_,@rml1967f-words#@rml1967f#590.352#590.596
590,сказала,сказать,VERB,_,Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,554,parataxis,_,@rml1967f-words#@rml1967f#590.596#590.84
591,/,/,PUNCT,_,_,596,punct,_,@rml1967f-words#@rml1967f#590.84#591.084
592,шо,что,SCONJ,_,_,596,advmod,_,@rml1967f-words#@rml1967f#591.084#591.328
593,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,596,nsubj,_,@rml1967f-words#@rml1967f#591.328#591.572
594,не,не,PART,_,_,596,advmod,_,@rml1967f-words#@rml1967f#591.572#591.816
595,буду,быть,AUX,_,Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act,596,cop,_,@rml1967f-words#@rml1967f#591.816#592.06
596,артисткой,артистка,NOUN,_,Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing,590,obl,_,@rml1967f-words#@rml1967f#592.06#592.304
597,/,/,PUNCT,_,_,601,punct,_,@rml1967f-words#@rml1967f#592.304#592.548
598,и,и,CCONJ,_,_,601,cc,_,@rml1967f-words#@rml1967f#592.548#592.792
599,артисткой,артистка,NOUN,_,Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing,601,obl,_,@rml1967f-words#@rml1967f#592.792#593.036
600,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,601,nsubj,_,@rml1967f-words#@rml1967f#593.036#593.28
601,стала,стать,VERB,_,Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid,596,conj,_,@rml1967f-words#@rml1967f#593.28#593.524
602,только,только,PART,_,_,604,advmod,_,@rml1967f-words#@rml1967f#593.524#593.768
603,из-за,из-за,ADP,_,_,604,case,_,@rml1967f-words#@rml1967f#593.768#594.012
604,Киры,Кира,PROPN,_,Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing,601,obl,_,@rml1967f-words#@rml1967f#594.012#594.256
605,Георгиевны,Георгиевна,PROPN,_,Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing,604,flat:name,_,@rml1967f-words#@rml1967f#594.256#594.5
606,/,/,PUNCT,_,_,629,punct,_,@rml1967f-words#@rml1967f#594.5#594.744
607,которая,который,PRON,_,Case=Nom,629,nsubj,_,@rml1967f-words#@rml1967f#594.744#594.988
608,для,для,ADP,_,_,609,case,_,@rml1967f-words#@rml1967f#594.988#595.232
609,меня,я,PRON,_,Case=Gen|Number=Sing|Person=1,629,nmod,_,@rml1967f-words#@rml1967f#595.232#595.476
610,была,быть,AUX,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,629,cop,_,@rml1967f-words#@rml1967f#595.476#595.72
611,это,это,DET,_,_,629,nsubj,_,@rml1967f-words#@rml1967f#595.72#595.977
612,ну,ну,PART,_,_,613,parataxis,_,@rml1967f-words#@rml1967f#597.704#597.933
613,вот,вот,PART,_,_,629,advmod,_,@rml1967f-words#@rml1967f#597.933#598.162
614,/,/,PUNCT,_,_,616,punct,_,@rml1967f-words#@rml1967f#598.162#598.391
615,тайно,тайно,ADV,_,Degree=Pos,616,advmod,_,@rml1967f-words#@rml1967f#598.391#598.62
616,смотрели,смотреть,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,629,parataxis,_,@rml1967f-words#@rml1967f#598.62#598.849
617,её,ее,PRON,_,Case=Acc|Gender=Fem|Number=Sing|Person=3,616,obj,_,@rml1967f-words#@rml1967f#598.849#599.078
618,фильмы,фильм,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,616,obj,_,@rml1967f-words#@rml1967f#599.078#599.307
619,/,/,PUNCT,_,_,620,punct,_,@rml1967f-words#@rml1967f#599.307#599.536
620,тогда,тогда,ADV,_,Degree=Pos,618,obl,_,@rml1967f-words#@rml1967f#599.536#599.765
621,ж,же,PART,_,_,620,advmod,_,@rml1967f-words#@rml1967f#599.765#599.994
622,был,быть,AUX,_,Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,616,cop,_,@rml1967f-words#@rml1967f#599.994#600.223
623,Советский,Советский,PROPN,_,Case=Nom|Degree=Pos|Gender=Masc|Number=Sing,624,amod,_,@rml1967f-words#@rml1967f#600.223#600.452
624,Союз,Союз,PROPN,_,Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing,616,nsubj,_,@rml1967f-words#@rml1967f#600.452#600.681
625,/,/,PUNCT,_,_,616,punct,_,@rml1967f-words#@rml1967f#600.681#600.91
626,Кира,Кира,PROPN,_,Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing,629,nsubj,_,@rml1967f-words#@rml1967f#600.91#601.139
627,была,быть,AUX,_,Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act,629,cop,_,@rml1967f-words#@rml1967f#601.139#601.368
628,на,на,ADP,_,_,629,case,_,@rml1967f-words#@rml1967f#601.368#601.597
629,полке,полка,NOUN,_,Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing,604,nmod,_,@rml1967f-words#@rml1967f#601.597#601.84
630,да,да,PART,_,_,632,advmod,_,@rml1967f-words#@rml1967f#604.454#604.693
631,мы,мы,PRON,_,Case=Nom|Number=Plur|Person=1,632,nsubj,_,@rml1967f-words#@rml1967f#604.795#605.095
632,ездили,ездить,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,629,parataxis,_,@rml1967f-words#@rml1967f#605.095#605.395
633,в,в,ADP,_,_,635,case,_,@rml1967f-words#@rml1967f#605.395#605.695
634,Белые столбы,Белый столб,PROPN,_,Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur,635,amod,_,@rml1967f-words#@rml1967f#605.695#605.995
635,/,/,PUNCT,_,_,637,punct,_,@rml1967f-words#@rml1967f#606.295#606.595
636,заказывали,заказывать,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,632,conj,_,@rml1967f-words#@rml1967f#606.595#606.895
637,фильмы,фильм,NOUN,_,Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur,637,obj,_,@rml1967f-words#@rml1967f#606.895#607.195
638,/,/,PUNCT,_,_,640,punct,_,@rml1967f-words#@rml1967f#607.195#607.495
639,шли,идти,VERB,_,Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act,637,parataxis,_,@rml1967f-words#@rml1967f#607.495#607.795
640,по,по,ADP,_,_,643,case,_,@rml1967f-words#@rml1967f#607.795#608.095
641,этой,этот,DET,_,Case=Dat|Gender=Fem|Number=Sing,643,det,_,@rml1967f-words#@rml1967f#608.095#608.395
642,дороге,дорога,NOUN,_,Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing,640,obl,_,@rml1967f-words#@rml1967f#608.395#608.695
643,/,/,PUNCT,_,_,648,punct,_,@rml1967f-words#@rml1967f#608.695#608.995
644,я,я,PRON,_,Case=Nom|Number=Sing|Person=1,648,nsubj,_,@rml1967f-words#@rml1967f#608.995#609.295
645,все,весь,DET,_,Case=Acc|Gender=Neut|Number=Sing,647,det,_,@rml1967f-words#@rml1967f#609.295#609.595
